Created Date,Record Number,Record Type,Status,Address,Property/Project Name,Description,Expiration Date,Column 1,Column 2
09/03/2025,004714-25PA,Building & Land Use Pre-Application,Completed,3056    48TH  AVE  SW  SEATTLE,,"DEMOLISH EXISTING BUILDING, CONSTRUCT TWO NEW SFR'S, AND ONE NEW DUPLEX, WITH PARKING PER PLAN.",,,
09/03/2025,004712-25PA,Building & Land Use Pre-Application,Completed,10461    62ND  AVE  S  SEATTLE,10461 62nd Ave S,Build four new single family dwellings. Existing SFR to remain unaltered.,,,
09/03/2025,004706-25PA,Building & Land Use Pre-Application,Completed,4147    44TH  AVE  SW  SEATTLE,,"DEMOLISH EXISTING BUILDING,CONSTRUCT TWO NEW DUPLEX'S, WITH PARKING PER PLAN.",,,
09/03/2025,004719-25PA,Building & Land Use Pre-Application,Reviews Completed,4712   NE  100TH  ST   SEATTLE,4712-REAR YARD,RETAIN EXISTING SFR AND CONSTRUCT NEW SFR IN REAR YARD AND REBUILD EXISTING GARAGE AND ESTABLISH DADU IN ITS PLACE.,,,
09/03/2025,004720-25PA,Building & Land Use Pre-Application,Completed,1000   E  MADISON  ST   SEATTLE,darlene hampton,"I am a business owner, Jarays grill and lounge. I have now relocated to 1000 east madison st.Seattle. Each liquor type have different food requirements ,  because of food requirements the liquor board have changed my license from lounge to nightclub because of what the new location does not have in order for me to still be able to sale spirits. Do to my license being changed from lounge to nightclub the city of seattle east precent police department is requiring me to provide how many occupants I can hold in the building. I been working on this for a month and have spoken with many people. I am not doing any construction work, remodleing, adding or subtracting from or to the building nothing this building is ready to go only thing that is stoping me from opening is the occupancy number. this building was just a tequilla tasting lab so it is already set up as a bar.",,,
09/03/2025,004722-25PA,Building & Land Use Pre-Application,Completed,4057    49TH  AVE  SW  SEATTLE,Jed Brongil and Annie Olson,"add a second and third story to an existing single story, single family home",,,
09/03/2025,004715-25PA,Building & Land Use Pre-Application,Completed,3240    48TH  AVE  SW  SEATTLE,Post Replacement,"Construct repairs at basement level of one-family dwelling, subject to field inspection (STFI)",,,
09/03/2025,004721-25PA,Building & Land Use Pre-Application,Completed,5601    RAINIER  AVE  S  SEATTLE,AT&T MODIFICATION - WA6072 BRIGHTON,EFR -- AT&T Modification to exiting facility per plans,,,
09/03/2025,004702-25PA,Building & Land Use Pre-Application,Completed,5569    23RD  AVE  S  SEATTLE,5569 new DADU,New standard plan DADU to be constructed on the west portion of lot facing alley per 6880596-SP.,,,
09/03/2025,004698-25PA,Building & Land Use Pre-Application,Completed,2506    NOB HILL  AVE  N  SEATTLE,XIAO-BONNET BASEMENT,"Construct basement alterations to existing one-family dwelling, subject to field inspection (STFI)",,,
09/03/2025,004698-25PA,Building & Land Use Pre-Application,Completed,2506    NOB HILL  AVE  N  SEATTLE,XIAO-BONNET BASEMENT,"Construct basement alterations to existing one-family dwelling, subject to field inspection (STFI)",,,
09/02/2025,004688-25PA,Building & Land Use Pre-Application,Additional Info Requested,14319    20th  AVE  NE,Senidun Abebe,add two bedrooms and 2 bath on the existing structured used as an adult Family home,,,
09/02/2025,004692-25PA,Building & Land Use Pre-Application,Completed,,,"CONSTRUCT (1) NEW MIDDLE HOUSING UNIT PER PLAN, W/ (1)ATTACHED GARAGE PARKING PROVIDED, EXISTING SFR TO REMAIN",,,
09/02/2025,004679-25PA,Building & Land Use Pre-Application,Withdrawn,310    15TH  AVE   SEATTLE,Underwood Fondation Repair Neighbor,Installation of tiebacks on neighboring property.,,,
09/02/2025,004670-25PA,Building & Land Use Pre-Application,In Process,6331    24th  AVE  SW,Sallier's Lot,For two structures on property at 6331 24th Ave SW.,,,
09/02/2025,004680-25PA,Building & Land Use Pre-Application,Completed,1611    8TH  AVE  N  SEATTLE,1611 Unit Conversion,COMBINE TWO EXISTING APARTMENT UNITS INTO ONE UNIT. NO GROUND DISTURBANCE.,,,
09/02/2025,004681-25PA,Building & Land Use Pre-Application,Completed,7714    M L KING JR  WAY  S  SEATTLE,,DEMOLITION OF EXISTING STRUCTURE IN PREPARATION OF BEGINNING CONSTRUCTION ON PERMITTED TOWNHOUSE PROJECTS,,,
09/02/2025,004675-25PA,Building & Land Use Pre-Application,Completed,200    SUE BIRD  CT  N  SEATTLE,PacSci Building 2 Exhibit Circulation Enhancement Doors,Add a new pair of pass-through doors and associated drywall construction between Building 2 and Building 1A to facilitate exhibit circulation. The project includes cutting a new opening through existing load-bearing concrete pre-cast wall panels with structural steel channel frame added to maintain structural integrity of the existing wall.,,,
09/02/2025,004673-25PA,Building & Land Use Pre-Application,Completed,5816    15TH  AVE  NW  SEATTLE,Commons drop ceiling,"Construct interior alterations to portion of existing school, per plan.",,,
09/02/2025,004674-25PA,Building & Land Use Pre-Application,Completed,9401    AURORA  AVE  N  SEATTLE,RACKS,*Full plan review required* I NEED TO GET A PERMIT FOR THE RACKS IN THE WAREHOUSE OF THE COMPANY I BOUGHT.,,,
09/02/2025,004690-25PA,Building & Land Use Pre-Application,Additional Info Requested,317   NE  58TH  ST   SEATTLE,repair foundation,"***EX REQUIRED*** There are cracks and settlement on the east side of the foundation, which requires stabilization and reinforcement",,,
09/01/2025,004664-25PA,Building & Land Use Pre-Application,Completed,11106    LUTHER  AVE  S  SEATTLE,Construct 4 New Dwelling Units,Construct 4 new dwelling units within 2 separate structures.,,,
09/01/2025,004666-25PA,Building & Land Use Pre-Application,Completed,3100   SW  ADMIRAL  WAY   SEATTLE,3100 SW Admiral Way,New development for 3-4 neighborhood residential structures in a vacant property. We need a pre-site inspection and preliminary assessment report. We would like to apply for a steep slope relief,,,
08/31/2025,004659-25PA,Building & Land Use Pre-Application,Withdrawn,317   NE  58TH  ST   SEATTLE,repair foundation,"There are cracks and settlement on the east side of the foundation, which requires stabilization and reinforcement.",,,
08/31/2025,004657-25PA,Building & Land Use Pre-Application,Completed,4928    43RD  AVE  S  SEATTLE,,ADDING 2 NEW RESIDENTIAL UNITS,,,
08/31/2025,004656-25PA,Building & Land Use Pre-Application,Completed,4015    43rd  AVE  S,NEW SFD,NEW SFD TO REPLACE SFD DESTROYED BY ARSON IN AUGUST 2024.  PROPOSAL INCLUDES REQUEST FOR RELIEF FROM STEEP SLOPE DEVELOPMENT PURSUANT TO SMC 25.09.180.B.2.b.,,,
08/29/2025,004651-25PA,Building & Land Use Pre-Application,Completed,814   NE  97th  ST,J. Grape Shed,D e t a c h e d  S t o r a g e  N o n - H a b i t a b l e  N o w a t e r  N o e l e c t r i c,,,
08/29/2025,004654-25PA,Building & Land Use Pre-Application,Completed,722    24TH  AVE  S  SEATTLE,Cedrus Cooperative,"Ten-unit stacked flats residential development using Section 23.44.170 Alternative standards for development of low-income housing of the draft One Seattle Plan. The development will have four buildings. Building A and D will have three ~500sqft one-bedroom flats each. Building B and C will have two ~400sqft one-bedroom flats each and ~600sqft of shared communal space.  The development will be 6,850sqft with a 1.4 FAR. There is no planned parking on site.",,,
08/29/2025,004633-25PA,Building & Land Use Pre-Application,Completed,4115   SW  ELMGROVE  ST   SEATTLE,,"DEMOLISH EXISTING BUILDING,CONSTRUCT FOUR NEW SFR'S, WITH PARKING PER PLAN.",,,
08/29/2025,004638-25PA,Building & Land Use Pre-Application,Completed,8601    FREMONT  AVE  N  SEATTLE,Greenwood,Our PAR has expired. 3-story apartment building (53 units total). Parking for 11 vehicles proposed.,,,
08/29/2025,004632-25PA,Building & Land Use Pre-Application,Completed,2400    LAKE PARK  DR  S  SEATTLE,Mount Baker Park Public Restroom,"A new public restroom building with two single occupancy gender neutral restrooms, including new accessible walking path to the building, and establishing utility connections.",,,
08/29/2025,004645-25PA,Building & Land Use Pre-Application,Completed,7420    LATONA  AVE  NE  SEATTLE,,4 lot ULS,,,
08/29/2025,004641-25PA,Building & Land Use Pre-Application,Completed,3624    DENSMORE  AVE  N  SEATTLE,3624 Densmore Ave N - PAR,"Demo existing structure, construct 4 new SFRs",,,
08/29/2025,004648-25PA,Building & Land Use Pre-Application,Completed,306   NW  45TH  ST   SEATTLE,DADU 306 NW 45th,25-0245 - Erez DADUNew DADU per Standard plan 6880596-SP facing alley to the north of the lot.,,,
08/29/2025,004635-25PA,Building & Land Use Pre-Application,Completed,3522    ASHWORTH  AVE  N  SEATTLE,,"DEMOLISH EXISTING BUILDING,CONSTRUCT TWO NEW SFR'S, WITH PARKING PER PLAN.WITH FUTURE ULS",,,
08/29/2025,004626-25PA,Building & Land Use Pre-Application,Completed,2733    4th  AVE  S,2733 4th ave S.,Need to change existing use of retail use to light industrial for cannabis processing.  No changes will be made to building interior or exterior. No extraction or producing.,,,
08/29/2025,004640-25PA,Building & Land Use Pre-Application,Completed,4226    50TH  AVE  S  SEATTLE,Chelsea's Principal dwelling,We are planning on converting an existing garage into a principal dwelling,,,
08/29/2025,004643-25PA,Building & Land Use Pre-Application,Withdrawn,860  R  S  KENYON  ST   SEATTLE,Gas Utility Cut and Cap Project PSE# 108658578,"At the request of the City of Seattle, Puget Sound Energy (PSE) is proposing to cut and cap the natural gas utility service with 850 S Kenyon S, Seattle, Washington 98108 (Parcel # 7327902395). The project will involve digging 3’X8’X3’ deep work pit, within the ROW of S Kenyon St and removing the associated meter. The work should take no more than 1/2 days to complete. The work pit will be backfilled and the road surface will be restored. PSE is applying for a shoreline exemption as the work is within the Urban Industrial shoreline jurisdiction of The Duwamish River. This project does not require tree removal, we only need a shoreline exemption.",,,
08/29/2025,004631-25PA,Building & Land Use Pre-Application,Completed,2336   N  55TH  ST   SEATTLE,,REMOVE EXISTING SINGLE-FAMILY RESIDENCE. BUILD 2 NEW SINGLE-FAMILY RESIDENCES. EXISTING CARPORT STRUCTURE AND PARKING TO REMAIN.,,,
08/29/2025,004630-25PA,Building & Land Use Pre-Application,Completed,4136    44TH  AVE  SW  SEATTLE,,"DEMOLISH EXISTING BUILDING,CONSTRUCT TWO NEW DUPLEX'S, WITH PARKING PER PLAN WITH FUTURE ULS",,,
08/29/2025,004647-25PA,Building & Land Use Pre-Application,Completed,2213   NW  62ND  ST   SEATTLE,,6 lot unit lot subdivision,,,
08/29/2025,004624-25PA,Building & Land Use Pre-Application,Completed,5148   S  DIRECTOR  ST   SEATTLE,,ATC 83045 - Verizon Equipment Upgrade,,,
08/28/2025,004614-25PA,Building & Land Use Pre-Application,Completed,11515    34TH  AVE  NE  SEATTLE,,Construct two new single family residences. Existing SFR to remain.Future Unit Lot Subdivision,,,
08/28/2025,004617-25PA,Building & Land Use Pre-Application,Completed,603    3rd  AVE  W,Regan Lee Annex,"Construct a 6 story, single stair apartment building with 20 units and 7 parking stalls.",,,
08/28/2025,004611-25PA,Building & Land Use Pre-Application,Completed,9210    20TH  AVE  SW  SEATTLE,,ATC 83095 - VZW Equipment Upgrade,,,
08/28/2025,004622-25PA,Building & Land Use Pre-Application,Completed,6617    WOODLAWN  AVE  N  SEATTLE,,"CONSTRUCT ONE SFR AND ONE DADU, PARKING PER PLAN.ASSOCIATE PAR NUMBER 001272-25PA",,,
08/28/2025,004612-25PA,Building & Land Use Pre-Application,Completed,6601   NE  WINDERMERE  RD   SEATTLE,Custom Homes SP,Subdivide and existing NR1 zoned property into 3 lots. Existing structure to remain.,,,
08/28/2025,004615-25PA,Building & Land Use Pre-Application,Additional Info Requested,6335    24TH  AVE  SW  SEATTLE,Sallier Lot,"For two Structures on property at 6331 24th Ave SW, Seattle Parcel #3438501505.",,,
08/27/2025,004593-25PA,Building & Land Use Pre-Application,In Process,1408   N  137TH  ST   SEATTLE,Bitter Lake Middle Housing,A new construction residential fourplex in the Bitter Lake neighborhood,,,
08/27/2025,004604-25PA,Building & Land Use Pre-Application,Completed,401   S  JACKSON  ST   SEATTLE,ST Union Station SOC Expansion,Build out small security expansion for Sound Transit.,,,
08/27/2025,004596-25PA,Building & Land Use Pre-Application,Completed,3605    AIRPORT  WAY  S  SEATTLE,ONE WORKPLACE/CITY OF SEATTLE TRANSPORTATION - SHELVING,Installation of storage shelving,,,
08/27/2025,004607-25PA,Building & Land Use Pre-Application,Completed,2116   N  86TH  ST   SEATTLE,SENANU RESIDENCE,Renovation of  House Interior,,,
08/27/2025,004609-25PA,Building & Land Use Pre-Application,Completed,5806    56TH  AVE  NE  SEATTLE,,Construct a SFR and ADU with detached garage. Demo existing SFR.,,,
08/27/2025,004600-25PA,Building & Land Use Pre-Application,Completed,300    PINE  ST   SEATTLE,,Minor TI consisting of modification to access control doors.,,,
08/27/2025,004606-25PA,Building & Land Use Pre-Application,Completed,4213    42ND  AVE  S  SEATTLE,,"Establish use as single-family residence and townhouse per land use code.Construct duple ad SFR with 3 surface parking on each lot for a total of 6 units and 6 surface parking combined. Lots share driveway, walkways, and turnaround. Demo SFR on south lot. North lot vacant.",,,
08/26/2025,004576-25PA,Building & Land Use Pre-Application,Completed,535    TERRY  AVE  N  SEATTLE,,"Minor TI consisting of light demo.  New partitions, fixtures and finishes.",,,
08/26/2025,004585-25PA,Building & Land Use Pre-Application,Completed,8211    DENSMORE  AVE  N  SEATTLE,820x Densmore Ave N,Construct 4 dwelling units in 2 duplexes with 2-4 surface parking stalls adjacent to alley. Parcel number for proposed project is 1993200085 (directly south of 8211 Densmore Ave N),,,
08/26/2025,004572-25PA,Building & Land Use Pre-Application,Completed,1626    LAKEVIEW  BLVD  E,Lakeview Townhomes,Construct four 4-story townhomes with below grade parking per plans.,,,
08/26/2025,004583-25PA,Building & Land Use Pre-Application,Withdrawn,3802  R   43RD  AVE  S  SEATTLE,SDOT Lake Washington Blvd Sidewalks Shoreline Review,SDOT requesting shoreline review for new sidewalks along Lake Washington Blvd within the shoreline district of Lake Washington in right-of-way only. No work outside of right-of-way.,,,
08/26/2025,004590-25PA,Building & Land Use Pre-Application,Completed,3819    33RD  AVE  W  SEATTLE,,Remove existing structures.Construct four (4) townhomes with parking via new curb cut.,,,
08/26/2025,004581-25PA,Building & Land Use Pre-Application,Completed,5701    RAINIER  AVE  S  SEATTLE,,"Interior only TI, no change of use/occupancy.  New fixture and finishes per plan.",,,
08/26/2025,004580-25PA,Building & Land Use Pre-Application,Completed,3056    48TH  AVE  SW  SEATTLE,,"DEMOLISH EXISTING BUILDING, CONSTRUCT TWO NEW SFR'S, AND ONE NEW DUPLEX, WITH PARKING PER PLAN.FUTURE ULS OF ALL UNITS.",,,
08/26/2025,004577-25PA,Building & Land Use Pre-Application,Completed,13701    AURORA  AVE  N  SEATTLE,,"Interior TI with light demo, new partitions fixtures and finishes.",,,
